Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,Fuel_Type,Emission_Factor,CO2_Emissions_tons,Estimated_Capacity_DWT,CII_Value,CII_Rating
2023-06-04,Container Ship,,Heavy Fuel Oil (HFO),Critical,12.599646164515638,2074.358776263838,1030.943615593997,14.26837967852061,Moderate,1959.0178824609432,483832.3545402914,292183.27310355654,25.86707716423384,1.4551788996396922,1.415653291008493,1,93.76924946510128,HFO,3.114,94.63145834849921,2089.1901061765925,43.936216847175594,C
2023-06-11,Fish Carrier,Short-haul,Steam Turbine,Good,10.410649969428443,1827.8558026073981,1060.4863823118408,14.695305623321392,Rough,162.39471156248413,483388.0005087935,883765.7873601974,63.24819630913776,0.2903613527548067,0.8856477740728638,6,93.89537229627484,Ammonia,0.0,0.0,172.9528384530692,0.0,A
2023-06-18,Container Ship,Long-haul,Diesel,Fair,20.62373016768475,1607.452883956673,658.8741441343343,7.25434823573948,Moderate,178.0409166047114,448543.4040437852,394018.7469035761,49.41815004961628,0.4995945235825497,1.405813168988433,9,96.21824442784798,LNG,2.75,25.911869655120174,185.03862512085274,212.53668008072947,E
2023-06-25,Bulk Carrier,Transoceanic,Steam Turbine,Fair,20.99346587410198,854.2975715635339,1126.822519111847,11.813662213097793,Moderate,1737.3853461118108,261349.60544928096,87551.37517514905,22.40910958000451,0.7029057082621761,1.3707042784314087,1,66.19369844935224,MGO,3.206,28.26698738263106,2624.699007324937,9.557504263935805,A
2023-07-02,Fish Carrier,Transoceanic,Diesel,Fair,13.705257157785594,1061.2493141040447,1445.281158929249,9.64752047853543,Moderate,260.59510334661877,287718.3751603411,676121.4596321962,64.158231375658,1.3313430927501364,0.5833833523053908,8,80.00858071797757,VLSFO,3.151,65.00015566361081,325.70894397588563,138.08050639400977,E
2023-07-09,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,18.584424102065846,2165.445498061021,723.304214719695,14.936067460847816,Rough,1912.5097510947455,184569.04538372657,776698.3548489392,47.47615464955122,1.3702060086697534,1.43772500490441,7,53.17489765880255,VLSFO,3.151,47.85640996932869,3596.6402105113402,18.395945955262796,B
2023-07-16,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.561282952286515,2451.832508280612,270.1185880112646,8.508910650692487,Rough,1191.4364124422495,434449.263514218,739431.825389734,29.04041966725096,1.1203894034356978,0.602931648375234,3,58.50863526954517,VLSFO,3.151,18.78261243299713,2036.3428525607987,34.14684834468768,C
2023-07-23,Container Ship,Short-haul,Diesel,Critical,23.553816875568177,814.3142120103864,1717.3284132746649,9.241109928219114,Moderate,318.4492646065337,348380.6082315945,462211.4021990334,52.478600390420524,0.6959745851638408,1.4086633833128088,6,94.5919723118904,Methanol,1.375,14.738430432262128,336.6556979661412,25.49246965696579,B
2023-07-30,,Coastal,Heavy Fuel Oil (HFO),Good,17.19821573664122,1094.5935460360884,429.5643130785174,6.050624219769549,Moderate,1953.447929197016,346071.5199416378,448682.8641282065,14.4518197750399,0.9774483265257008,0.7649141332995151,8,50.2470597856354,MGO,3.206,16.88511025033178,3887.686040796892,10.110776751887755,A
2023-08-06,Container Ship,Long-haul,Diesel,Fair,23.2517509900115,2629.3992826055573,1588.7922821452748,11.756478041391713,Calm,1843.438252438659,149790.20929058615,615230.8574911597,63.74276094580034,0.440676184115645,1.435568716419472,2,79.45133017707369,LNG,2.75,90.92568324386858,2320.210685372009,24.665619584619538,B
2023-08-13,Fish Carrier,Short-haul,Steam Turbine,Fair,11.68493158883235,2556.2427568897265,1224.8462670054182,10.993142320046628,Moderate,1130.6046299405932,299189.32994697354,749334.9142324735,47.66533057260437,0.4378355481762697,1.1052601927334038,9,70.50444755684205,VLSFO,3.151,150.62502907906764,1603.5933464042503,76.686923497343,D
2023-08-20,Tanker,Transoceanic,Diesel,Good,18.367592164761003,2159.7074211328018,1311.9785765792312,11.934758782973782,Rough,441.2599689370488,481866.26163337374,738063.1712996331,48.185665925099805,1.227064209189107,0.9414481358752887,4,65.98470405960155,Ammonia,0.0,0.0,668.7306933110967,0.0,A
2023-08-27,Container Ship,Short-haul,Steam Turbine,Good,10.383396500418998,1579.5322688702279,1499.723611287863,11.081695542774968,Moderate,389.1543981454012,481846.65743541706,738287.2821909467,65.53219505310201,0.5751512085062263,0.5399906705716958,3,84.0878022754275,LNG,2.75,116.09707568941803,462.79530159527263,167.27117608876623,E
2023-09-03,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,12.399733091164594,2729.561424500147,1474.0718848591584,7.602658778289628,Rough,1109.8026614871585,47653.102980939286,288285.64920962404,25.196565309015785,1.3537688192309374,1.041852381960147,7,87.95404370429772,VLSFO,3.151,185.95224440249604,1261.7983377982314,99.9753217923535,E
2023-09-10,Tanker,Long-haul,Diesel,Good,11.637697434228567,1942.6549122695633,1320.4578363183314,12.21764877035087,Calm,771.04992199312,405463.9219621573,511613.24484996905,47.47917285181509,1.2890123367104078,0.9904886448010956,7,68.06759183939356,VLSFO,3.151,127.43641508277454,1132.7709724363735,85.19750878536439,D
2023-09-17,Tanker,Long-haul,,Good,14.961460632988544,560.229467004469,1932.2131318777367,12.906849391786281,Rough,403.8542842708816,424860.5709555665,633712.4507079498,68.22836327134073,0.652674105830203,1.3086865232254667,3,74.51022102245939,VLSFO,3.151,42.049900015654494,542.0119263223619,40.15143720948078,C
2023-09-24,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.714435524613844,2557.8988211343503,1813.9455678401207,10.84041363397497,Rough,1552.2249896637222,270793.6804208148,475171.911477295,38.77708075122482,1.3348229164946168,0.6875318217717346,2,80.72855677860451,VLSFO,3.151,125.30222866261676,1922.7706422655983,35.92585082730487,C
2023-10-01,Tanker,Long-haul,Diesel,Good,14.718673531207182,1976.7912671137233,884.7901020683291,5.299394327352407,Moderate,409.2572678020376,256979.61044635315,870358.091615444,54.10294401668294,0.5674501548079114,1.2667652513760137,4,98.24495318861317,HFO,3.114,65.25045063363278,416.5682353335087,177.03417407565203,E
2023-10-08,Fish Carrier,Coastal,Diesel,Critical,23.86302029972897,1746.9428978831052,1061.9329732820652,8.4995178536182,Calm,1694.16954822707,118688.61975278996,285852.40971497423,40.86698166452457,0.8366300461834971,0.7855436790710575,3,94.856796747489,HFO,3.114,44.378298898027545,1786.0286308602522,23.39834436425385,B
2023-10-15,Bulk Carrier,Long-haul,Diesel,Good,22.631204848756685,1446.441231218534,1146.9156239443953,12.55925958039149,Calm,699.9804455373177,415284.9170108217,456418.0264874289,22.38503706293397,0.4639345823207674,0.8491694637845948,6,59.89197595786872,VLSFO,3.151,43.219552310801184,1168.7382731030982,32.242709372838235,C
2023-10-22,Container Ship,,Diesel,Critical,23.77186179914932,1134.091422778526,1169.4784973616054,10.592064595416092,Rough,1084.2555946972957,377335.1828511095,371301.21029822394,57.59360411618811,1.2623669816440677,1.41790099006762,8,83.44322801329102,MGO,3.206,31.773876264714232,1299.39315689536,20.909198406124784,B
2023-10-29,Bulk Carrier,Short-haul,Diesel,,22.775539176548353,2294.0861415967224,1461.9175377034037,7.953133739736862,Calm,1100.9685524743634,441952.07732542045,666766.8828522678,35.56856225654937,1.0500735782618975,0.8750325065939404,6,92.18715846779658,VLSFO,3.151,85.07468914291356,1194.2753966746473,48.727374243661984,D
2023-11-05,,Coastal,Heavy Fuel Oil (HFO),Good,18.671356059456585,1279.5110541027607,354.59967488679575,7.958799264982707,Calm,1725.687769931487,14878.151924120484,902159.3716958228,31.406580948827553,0.9300015792504718,0.8647717089313639,2,89.54612571367943,VLSFO,3.151,13.998988717347308,1927.1495625051527,20.48532741702182,B
2023-11-12,Container Ship,Coastal,Heavy Fuel Oil (HFO),Good,15.437301166170887,1349.4062604547498,713.2055517006775,11.0138103030265,Moderate,1690.483054504694,471255.4255418056,880435.929927906,25.686899113562063,0.1772359812087151,0.6380190534450034,3,68.65401765777871,HFO,3.114,33.684331341646185,2462.3221075440692,19.18087218003575,B
2023-11-19,,Coastal,Diesel,Good,17.908245261179296,2963.6383531307233,559.861348770663,10.367842756047057,Calm,1741.081024541601,333900.5817345162,848139.2640942239,20.006237903472982,0.6995533765542917,1.164694762063638,4,58.54123234670327,HFO,3.114,50.75273114992588,2974.110647740147,30.480480564812314,C
2023-11-26,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Good,17.690032397518188,1853.6634146289728,1708.7953545611638,10.455321286166887,Rough,1883.3325722836776,275322.8204725425,137635.11596444342,22.346126949976664,0.8859487646210831,0.5180184588451767,4,57.93752487850002,LNG,2.75,88.34800366352154,3250.626560649921,15.905217274009804,A
2023-12-03,,Coastal,Heavy Fuel Oil (HFO),Critical,21.197318634194147,2232.7338360477916,275.1871050048102,7.180080909592243,Calm,53.51655310195799,114527.88093015488,506111.03774796857,52.77458116877233,0.2432706066730154,0.7576878863234896,1,66.67839298544563,VLSFO,3.151,17.071364544768983,80.26071221248453,772.924631851416,E
2023-12-10,Fish Carrier,Coastal,Diesel,Fair,14.069228926576479,2669.2259920736024,1799.7964049421576,12.061845819808328,Moderate,1568.5283227722846,355591.14611143817,834101.7425863257,37.122409460240334,1.297999284501541,1.362142281977651,5,76.57843893417791,HFO,3.114,190.6458528708205,2048.2636426168137,51.71519020192955,D
2023-12-17,Bulk Carrier,Short-haul,Steam Turbine,Fair,17.984643504426792,1697.0694047104323,177.1664322201235,9.2853039789942,Moderate,1961.250770340648,396658.3332033629,445673.619224784,48.21087700656727,0.5424507689667319,1.283882453876124,6,91.23208269719964,MGO,3.206,9.335595207199148,2149.7380223688,24.511790441495922,B
2023-12-24,Fish Carrier,Transoceanic,Diesel,Fair,10.988699441809905,2938.8324498245543,801.8643544981202,13.668343532165345,Calm,730.8652747669533,221816.83237758948,990098.802105868,46.393277138036325,0.9976806180775862,1.1982718306809828,1,65.92701637448815,VLSFO,3.151,122.01314851355066,1108.5975294489092,137.25615212641495,E
2023-12-31,Fish Carrier,Long-haul,Steam Turbine,Good,15.944003121642677,608.495923978138,1376.4202801025865,14.730033377246476,Moderate,687.1986673470615,470099.7471868531,744680.5994411045,32.983689365518934,0.7923263460647774,0.9306708824720548,5,72.22674119810888,MGO,3.206,26.918316910855108,951.4463146858056,20.55476664449443,B
2024-01-07,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,21.565168671573076,2092.5227019094314,1694.344122552683,11.749271480331586,Calm,1348.630861614327,280960.70862947666,996686.2211812148,18.50231358940087,0.1558377091970134,0.8885338735802812,9,68.68472666270353,VLSFO,3.151,90.94664070569237,1963.5091047783797,27.33707990843343,B
2024-01-14,Bulk Carrier,,Heavy Fuel Oil (HFO),Critical,17.83450812138352,3024.1672513841168,1674.0560940305757,14.331465403542822,Calm,965.7388988661525,68846.08049631954,124317.07809242242,45.590249058417776,0.5819657307321282,0.9658150998041006,1,79.69627429723604,VLSFO,3.151,154.65675094348487,1211.774210754599,76.23899637241823,D
2024-01-21,Tanker,Transoceanic,Steam Turbine,Good,14.642296188321257,1556.8781615896996,1602.7553991582415,10.14238619428198,Rough,964.4625761612426,297388.47912833607,929996.6107665148,19.25449986067644,0.1605028377125685,1.3074078827731563,3,84.89926921230585,Methanol,1.375,42.20672592422219,1136.0081012587175,23.181043779358703,B
2024-01-28,Tanker,Short-haul,Heavy Fuel Oil (HFO),Critical,23.14857486161473,549.4488440838797,1532.275223689815,11.500337892434388,Calm,1707.6476283842103,33681.75559440062,896032.7120061885,55.78625993887207,0.8072470483845882,0.764879043748765,2,53.95163244742362,Ammonia,0.0,0.0,3165.1454291922105,0.0,A
2024-02-04,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,10.171996740668458,575.1904787949396,378.28538014518256,12.10348891742447,Calm,1312.8686577819658,308742.10699799785,311763.5552267561,65.34143607338488,1.0295765776732455,0.5417226183656665,1,66.40030951470499,LNG,2.75,9.262462679742395,1977.202617543851,12.383851548411688,A
